Date,State,Confirmed,Tested,Probability
2020-05-05,Uttarakhand,61,8060.0,0.0075682382133995035
2020-05-05,West Bengal,1344,27571.0,0.04874687171303181
2020-05-06,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-06,Andhra Pradesh,1777,141274.0,0.012578393759644379
2020-05-06,Arunachal Pradesh,1,1039.0,0.0009624639076034649
2020-05-06,Assam,46,13442.0,0.0034221098050885284
2020-05-06,Bihar,542,29328.0,0.01848063284233497
2020-05-06,Chandigarh,124,1785.0,0.06946778711484594
2020-05-06,Chhattisgarh,59,22188.0,0.002659095006309717
2020-05-06,Delhi,5532,71934.0,0.07690382850946702
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,1,4967.0,0.00020132876988121604
2020-05-06,Goa,7,3411.0,0.0020521841102316037
2020-05-06,Gujarat,6625,95191.0,0.06959691567480118
2020-05-06,Himachal Pradesh,43,8491.0,0.005064185608291132
2020-05-06,Haryana,594,43279.0,0.013724901222301808
2020-05-06,Jharkhand,127,15908.0,0.007983404576313805
2020-05-06,Jammu and Kashmir,775,34277.0,0.022609913352977216
2020-05-06,Karnataka,693,88777.0,0.007806075898036654
2020-05-06,Kerala,503,37546.0,0.013396899802908433
2020-05-06,Ladakh,42,2639.0,0.015915119363395226
2020-05-06,Maharashtra,16758,181746.0,0.0922056056254333
2020-05-06,Meghalaya,12,1944.0,0.006172839506172839
2020-05-06,Manipur,2,571.0,0.0035026269702276708
2020-05-06,Madhya Pradesh,3138,54595.0,0.057477791006502424
2020-05-06,Mizoram,1,195.0,0.005128205128205128
2020-05-06,Nagaland,0,763.0,0.0
2020-05-06,Odisha,205,47454.0,0.004319973026509883
2020-05-06,Punjab,1526,32060.0,0.04759825327510917
2020-05-06,Puducherry,9,3641.0,0.0024718483932985444
2020-05-06,Rajasthan,3317,139580.0,0.02376414959163204
2020-05-06,Sikkim,0,189.0,0.0
2020-05-06,Telangana,1107,19278.0,0.05742296918767507
2020-05-06,Tamil Nadu,4829,188241.0,0.025653284884801928
2020-05-06,Tripura,65,6228.0,0.010436737315350032
2020-05-06,Uttar Pradesh,2998,109888.0,0.027282323820617356
2020-05-06,Uttarakhand,61,8346.0,0.00730889048646058
2020-05-06,West Bengal,1456,30141.0,0.04830629375269566
2020-05-07,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-07,Andhra Pradesh,1833,149361.0,0.012272279912426938
2020-05-07,Arunachal Pradesh,1,1144.0,0.0008741258741258741
2020-05-07,Assam,54,13442.0,0.004017259336408272
2020-05-07,Bihar,550,29841.0,0.01843101772728796
2020-05-07,Chandigarh,135,1845.0,0.07317073170731707
2020-05-07,Chhattisgarh,59,22188.0,0.002659095006309717
2020-05-07,Delhi,5980,77234.0,0.07742703990470517
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,1,5272.0,0.00018968133535660092
2020-05-07,Goa,7,3411.0,0.0020521841102316037
2020-05-07,Gujarat,7013,100553.0,0.06974431394389029
2020-05-07,Himachal Pradesh,46,9005.0,0.005108273181565797
2020-05-07,Haryana,625,46495.0,0.013442305624260673
2020-05-07,Jharkhand,132,17101.0,0.007718846851061342
2020-05-07,Jammu and Kashmir,793,37706.0,0.02103113562828197
2020-05-07,Karnataka,705,93535.0,0.007537285508098573
2020-05-07,Kerala,503,38206.0,0.013165471391927969
2020-05-07,Ladakh,42,2639.0,0.015915119363395226
2020-05-07,Maharashtra,17974,189220.0,0.09498995877814184
2020-05-07,Meghalaya,12,2054.0,0.005842259006815969
2020-05-07,Manipur,2,684.0,0.0029239766081871343
2020-05-07,Madhya Pradesh,3252,61020.0,0.05329400196656834
2020-05-07,Mizoram,1,197.0,0.005076142131979695
2020-05-07,Nagaland,0,786.0,0.0
2020-05-07,Odisha,219,50514.0,0.004335431761491863
2020-05-07,Punjab,1644,34701.0,0.047376156306734675
2020-05-07,Puducherry,9,3866.0,0.0023279875840662182
2020-05-07,Rajasthan,3427,145510.0,0.023551645934987285
2020-05-07,Sikkim,0,216.0,0.0
2020-05-07,Telangana,1122,19278.0,0.0582010582010582
2020-05-07,Tamil Nadu,5409,202436.0,0.02671955581023138
2020-05-07,Tripura,89,6917.0,0.012866849790371549
2020-05-07,Uttar Pradesh,3071,113670.0,0.027016803026304215
2020-05-07,Uttarakhand,61,8783.0,0.006945235113287032
2020-05-07,West Bengal,1548,32752.0,0.04726428920371275
2020-05-08,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-08,Andhra Pradesh,1887,156681.0,0.01204357899170927
2020-05-08,Arunachal Pradesh,1,1354.0,0.0007385524372230429
2020-05-08,Assam,60,13442.0,0.004463621484898081
2020-05-08,Bihar,579,30320.0,0.019096306068601583
2020-05-08,Chandigarh,146,1913.0,0.07631991636173549
2020-05-08,Chhattisgarh,59,23629.0,0.002496931736425579
2020-05-08,Delhi,6318,81367.0,0.07764818661127976
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,1,5430.0,0.00018416206261510129
2020-05-08,Goa,7,4140.0,0.0016908212560386474
2020-05-08,Gujarat,7403,105386.0,0.07024652230846602
2020-05-08,Himachal Pradesh,50,9522.0,0.005250997689561016
2020-05-08,Haryana,647,49746.0,0.013006070839866522
2020-05-08,Jharkhand,154,17219.0,0.008943608804227888
2020-05-08,Jammu and Kashmir,823,42427.0,0.01939802484267094
2020-05-08,Karnataka,753,98081.0,0.007677327922839286
2020-05-08,Kerala,504,39266.0,0.012835532012428055
2020-05-08,Ladakh,42,2639.0,0.015915119363395226
2020-05-08,Maharashtra,19063,200477.0,0.09508821460815954
2020-05-08,Meghalaya,12,2054.0,0.005842259006815969
2020-05-08,Manipur,2,756.0,0.0026455026455026454
2020-05-08,Madhya Pradesh,3341,63705.0,0.05244486304057766
2020-05-08,Mizoram,1,199.0,0.005025125628140704
2020-05-08,Nagaland,0,805.0,0.0
2020-05-08,Odisha,270,52974.0,0.0050968399592252805
2020-05-08,Punjab,1731,37950.0,0.04561264822134387
2020-05-08,Puducherry,10,4111.0,0.0024324981756263684
2020-05-08,Rajasthan,3579,152245.0,0.023508161187559527
2020-05-08,Sikkim,0,216.0,0.0
2020-05-08,Telangana,1132,19278.0,0.05871978420998029
2020-05-08,Tamil Nadu,6009,216416.0,0.027765969244418157
2020-05-08,Tripura,119,7448.0,0.015977443609022556
2020-05-08,Uttar Pradesh,3214,119688.0,0.026853151527304324
2020-05-08,Uttarakhand,63,9116.0,0.006910925844668714
2020-05-08,West Bengal,1678,35767.0,0.04691475382335673
2020-05-09,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-09,Andhra Pradesh,1930,165069.0,0.011692080281579219
2020-05-09,Arunachal Pradesh,1,1597.0,0.0006261740763932373
2020-05-09,Assam,62,16167.0,0.0038349724747943344
2020-05-09,Bihar,611,31552.0,0.019364858012170385
2020-05-09,Chandigarh,169,2055.0,0.08223844282238443
2020-05-09,Chhattisgarh,59,24506.0,0.002407573655431323
2020-05-09,Delhi,6542,84226.0,0.07767197777408401
2020-05-09,Dadra and Nagar Haveli and Daman and Diu,1,5430.0,0.00018416206261510129
2020-05-09,Goa,7,4524.0,0.0015473032714412025
2020-05-09,Gujarat,7797,109650.0,0.07110807113543091
2020-05-09,Himachal Pradesh,52,10208.0,0.005094043887147335
2020-05-09,Haryana,675,53282.0,0.012668443376750122
2020-05-09,Jharkhand,156,18632.0,0.008372692142550452
2020-05-09,Jammu and Kashmir,836,44753.0,0.01868031193439546
2020-05-09,Karnataka,794,103098.0,0.007701410308638383
2020-05-09,Kerala,506,40123.0,0.012611220496971812
2020-05-09,Ladakh,42,3503.0,0.011989723094490437
2020-05-09,Maharashtra,20228,210174.0,0.09624406444184343
2020-05-09,Meghalaya,13,2287.0,0.005684302579798863
2020-05-09,Manipur,2,865.0,0.0023121387283236996
2020-05-09,Madhya Pradesh,3457,68010.0,0.05083076018232613
2020-05-09,Mizoram,1,201.0,0.004975124378109453
2020-05-09,Nagaland,0,848.0,0.0
2020-05-09,Odisha,352,56322.0,0.006249778061858599
2020-05-09,Punjab,1762,39462.0,0.04465054989610258
2020-05-09,Puducherry,10,4266.0,0.0023441162681669013
2020-05-09,Rajasthan,3708,159157.0,0.023297750020420088
2020-05-09,Sikkim,0,219.0,0.0
2020-05-09,Telangana,1163,19278.0,0.06032783483763876
2020-05-09,Tamil Nadu,6535,229670.0,0.028453868594069752
2020-05-09,Tripura,136,8340.0,0.01630695443645084
2020-05-09,Uttar Pradesh,3373,124791.0,0.027029192810378952
2020-05-09,Uttarakhand,67,9386.0,0.0071382910718090775
2020-05-09,West Bengal,1786,39368.0,0.045366795366795366
2020-05-10,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-10,Andhra Pradesh,1980,173735.0,0.011396667338187469
2020-05-10,Arunachal Pradesh,1,1823.0,0.0005485463521667581
2020-05-10,Assam,63,18002.0,0.003499611154316187
2020-05-10,Bihar,707,32670.0,0.021640648913376186
2020-05-10,Chandigarh,173,2142.0,0.080765639589169
2020-05-10,Chhattisgarh,59,25282.0,0.002333676133217309
2020-05-10,Delhi,6923,93810.0,0.0737981025477028
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,1,5581.0,0.00017917935853789643
2020-05-10,Goa,7,4848.0,0.0014438943894389438
2020-05-10,Gujarat,8195,113493.0,0.07220709647291022
2020-05-10,Himachal Pradesh,58,10791.0,0.005374849411546659
2020-05-10,Haryana,703,56983.0,0.012337012793289227
2020-05-10,Jharkhand,157,20832.0,0.007536482334869431
2020-05-10,Jammu and Kashmir,861,47080.0,0.01828802039082413
2020-05-10,Karnataka,848,107311.0,0.007902265378199812
2020-05-10,Kerala,513,41279.0,0.012427626638242206
2020-05-10,Ladakh,42,3503.0,0.011989723094490437
2020-05-10,Maharashtra,22171,225524.0,0.09830882744186871
2020-05-10,Meghalaya,13,2287.0,0.005684302579798863
2020-05-10,Manipur,2,1096.0,0.0018248175182481751
2020-05-10,Madhya Pradesh,3614,72069.0,0.05014638748976675
2020-05-10,Mizoram,1,201.0,0.004975124378109453
2020-05-10,Nagaland,0,862.0,0.0
2020-05-10,Odisha,377,59780.0,0.006306457009033121
2020-05-10,Punjab,1823,40962.0,0.044504662858258874
2020-05-10,Puducherry,12,4364.0,0.002749770852428964
2020-05-10,Rajasthan,3814,166424.0,0.022917367687352787
2020-05-10,Sikkim,0,219.0,0.0
2020-05-10,Telangana,1196,19278.0,0.062039630667081645
2020-05-10,Tamil Nadu,7204,243037.0,0.029641577208408595
2020-05-10,Tripura,152,9091.0,0.016719832801671983
2020-05-10,Uttar Pradesh,3467,129955.0,0.026678465622715555
2020-05-10,Uttarakhand,68,9668.0,0.00703351261894911
2020-05-10,West Bengal,1939,43414.0,0.04466301193163496
2020-05-11,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-11,Andhra Pradesh,2018,181144.0,0.01114030826303935
2020-05-11,Arunachal Pradesh,1,2078.0,0.00048123195380173246
2020-05-11,Assam,65,19589.0,0.0033181887794170198
2020-05-11,Bihar,749,34662.0,0.02160867809128152
2020-05-11,Chandigarh,181,2177.0,0.08314193844740468
2020-05-11,Chhattisgarh,59,25282.0,0.002333676133217309
2020-05-11,Delhi,7233,97678.0,0.0740494277114601
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,1,5763.0,0.00017352073572791948
2020-05-11,Goa,7,5307.0,0.0013190126248351234
2020-05-11,Gujarat,8542,116470.0,0.0733407744483558
2020-05-11,Himachal Pradesh,59,11267.0,0.005236531463566166
2020-05-11,Haryana,730,59735.0,0.012220641165146063
2020-05-11,Jharkhand,161,21201.0,0.007593981415970945
2020-05-11,Jammu and Kashmir,879,51334.0,0.01712315424475007
2020-05-11,Karnataka,862,111595.0,0.007724360410412653
2020-05-11,Kerala,520,41700.0,0.012470023980815348
2020-05-11,Ladakh,42,3503.0,0.011989723094490437
2020-05-11,Maharashtra,23401,218914.0,0.10689585864768814
2020-05-11,Meghalaya,13,2480.0,0.005241935483870968
2020-05-11,Manipur,2,1337.0,0.0014958863126402393
2020-05-11,Madhya Pradesh,3785,76039.0,0.04977708807322558
2020-05-11,Mizoram,1,206.0,0.0048543689320388345
2020-05-11,Nagaland,0,875.0,0.0
2020-05-11,Odisha,415,63478.0,0.006537698100129179
2020-05-11,Punjab,1877,42306.0,0.04436722923462393
2020-05-11,Puducherry,12,4486.0,0.0026749888542131075
2020-05-11,Rajasthan,3988,176130.0,0.02264236643388406
2020-05-11,Sikkim,0,219.0,0.0
2020-05-11,Telangana,1275,19278.0,0.06613756613756613
2020-05-11,Tamil Nadu,8002,254899.0,0.03139282617821176
2020-05-11,Tripura,152,9596.0,0.015839933305543976
2020-05-11,Uttar Pradesh,3573,135760.0,0.026318503241013553
2020-05-11,Uttarakhand,68,9915.0,0.0068582955118507314
2020-05-11,West Bengal,2063,47615.0,0.043326682768035286
2020-05-12,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-12,Andhra Pradesh,2089,191874.0,0.010887353158843824
2020-05-12,Arunachal Pradesh,1,2257.0,0.00044306601683650863
2020-05-12,Assam,65,21791.0,0.0029828828415400855
2020-05-12,Bihar,879,37430.0,0.023483836494790276
2020-05-12,Chandigarh,187,2276.0,0.08216168717047452
2020-05-12,Chhattisgarh,59,27339.0,0.0021580891766341125
2020-05-12,Delhi,7639,106109.0,0.07199200821796455
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,1,5977.0,0.00016730801405387318
2020-05-12,Goa,7,5307.0,0.0013190126248351234
2020-05-12,Gujarat,8904,119536.0,0.07448802034533529
2020-05-12,Himachal Pradesh,67,12224.0,0.005481020942408377
2020-05-12,Haryana,780,62377.0,0.01250460907065104
2020-05-12,Jharkhand,172,22815.0,0.007538899846592154
2020-05-12,Jammu and Kashmir,934,53726.0,0.01738450657037561
2020-05-12,Karnataka,925,116533.0,0.007937665725588459
2020-05-12,Kerala,525,42461.0,0.012364287228280068
2020-05-12,Ladakh,42,3503.0,0.011989723094490437
2020-05-12,Maharashtra,24427,222284.0,0.10989095031581221
2020-05-12,Meghalaya,13,2480.0,0.005241935483870968
2020-05-12,Manipur,2,1337.0,0.0014958863126402393
2020-05-12,Madhya Pradesh,3986,80885.0,0.049279841750633616
2020-05-12,Mizoram,1,224.0,0.004464285714285714
2020-05-12,Nagaland,0,882.0,0.0
2020-05-12,Odisha,437,68057.0,0.006421088205474822
2020-05-12,Punjab,1914,43999.0,0.04350098865883315
2020-05-12,Puducherry,12,4486.0,0.0026749888542131075
2020-05-12,Rajasthan,4126,185610.0,0.02222940574322504
2020-05-12,Sikkim,0,348.0,0.0
2020-05-12,Telangana,1326,19278.0,0.06878306878306878
2020-05-12,Tamil Nadu,8718,266687.0,0.03269000738693675
2020-05-12,Tripura,154,10344.0,0.01488785769528229
2020-05-12,Uttar Pradesh,3664,140166.0,0.026140433486009446
2020-05-12,Uttarakhand,69,10471.0,0.006589628497755707
2020-05-12,West Bengal,2173,52622.0,0.04129451560183953
2020-05-13,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-13,Andhra Pradesh,2137,201196.0,0.010621483528499573
2020-05-13,Arunachal Pradesh,1,2483.0,0.0004027386226339106
2020-05-13,Assam,80,21791.0,0.003671240420357028
2020-05-13,Bihar,953,39149.0,0.024342895093105825
2020-05-13,Chandigarh,191,2420.0,0.07892561983471075
2020-05-13,Chhattisgarh,59,28837.0,0.0020459825918091343
2020-05-13,Delhi,7998,113345.0,0.07056332436366844
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,1,6294.0,0.00015888147442008263
2020-05-13,Goa,7,5307.0,0.0013190126248351234
2020-05-13,Gujarat,9268,122297.0,0.07578272565966458
2020-05-13,Himachal Pradesh,68,13190.0,0.005155420773313116
2020-05-13,Haryana,793,65785.0,0.012054419700539637
2020-05-13,Jharkhand,177,25769.0,0.006868718227327409
2020-05-13,Jammu and Kashmir,971,57111.0,0.017001978603071212
2020-05-13,Karnataka,959,121178.0,0.007913977784746406
2020-05-13,Kerala,535,43648.0,0.012257148093841642
2020-05-13,Ladakh,43,3683.0,0.011675264729839804
2020-05-13,Maharashtra,25922,231061.0,0.11218682512410143
2020-05-13,Meghalaya,13,2480.0,0.005241935483870968
2020-05-13,Manipur,2,1706.0,0.0011723329425556857
2020-05-13,Madhya Pradesh,4173,85903.0,0.048578047332456374
2020-05-13,Mizoram,1,224.0,0.004464285714285714
2020-05-13,Nagaland,0,889.0,0.0
2020-05-13,Odisha,538,72756.0,0.0073945791412392105
2020-05-13,Punjab,1924,46026.0,0.041802459479424674
2020-05-13,Puducherry,13,4919.0,0.002642813579995934
2020-05-13,Rajasthan,4328,194683.0,0.022231011439108706
2020-05-13,Sikkim,0,439.0,0.0
2020-05-13,Telangana,1367,19278.0,0.07090984541964934
2020-05-13,Tamil Nadu,9227,279467.0,0.03301642054339153
2020-05-13,Tripura,155,11146.0,0.0139063341108918
2020-05-13,Uttar Pradesh,3758,145637.0,0.02580388225519614
2020-05-13,Uttarakhand,72,10792.0,0.006671608598962194
2020-05-13,West Bengal,2290,57632.0,0.039734869516935035
2020-05-14,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-14,Andhra Pradesh,2205,210452.0,0.010477448539334385
2020-05-14,Arunachal Pradesh,1,2677.0,0.00037355248412401944
2020-05-14,Assam,87,25824.0,0.0033689591078066915
2020-05-14,Bihar,999,40782.0,0.024496101221126967
2020-05-14,Chandigarh,191,2505.0,0.07624750499001996
2020-05-14,Chhattisgarh,60,29697.0,0.002020406101626427
2020-05-14,Delhi,8470,119736.0,0.07073895904322844
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,1,6554.0,0.00015257857796765334
2020-05-14,Goa,15,6736.0,0.0022268408551068884
2020-05-14,Gujarat,9592,124708.0,0.07691567501683934
2020-05-14,Himachal Pradesh,74,14256.0,0.005190796857463524
2020-05-14,Haryana,818,69191.0,0.011822346837016376
2020-05-14,Jharkhand,203,27789.0,0.0073050487603008385
2020-05-14,Jammu and Kashmir,983,63515.0,0.01547665905691569
2020-05-14,Karnataka,987,128373.0,0.00768853263536725
2020-05-14,Kerala,561,45039.0,0.012455871577965762
2020-05-14,Ladakh,43,3683.0,0.011675264729839804
2020-05-14,Maharashtra,27524,240482.0,0.11445347260917657
2020-05-14,Meghalaya,13,2480.0,0.005241935483870968
2020-05-14,Manipur,3,1706.0,0.0017584994138335288
2020-05-14,Madhya Pradesh,4426,89760.0,0.04930926916221034
2020-05-14,Mizoram,1,273.0,0.003663003663003663
2020-05-14,Nagaland,0,891.0,0.0
2020-05-14,Odisha,672,77150.0,0.008710304601425793
2020-05-14,Punjab,1935,47408.0,0.04081589605129936
2020-05-14,Puducherry,16,5112.0,0.003129890453834116
2020-05-14,Rajasthan,4534,204243.0,0.02219904721336839
2020-05-14,Sikkim,0,579.0,0.0
2020-05-14,Telangana,1414,19278.0,0.07334785766158315
2020-05-14,Tamil Nadu,9674,291432.0,0.03319470751324494
2020-05-14,Tripura,156,11804.0,0.013215859030837005
2020-05-14,Uttar Pradesh,3902,153139.0,0.02548011936867813
2020-05-14,Uttarakhand,78,11294.0,0.0069063219408535504
2020-05-14,West Bengal,2377,62837.0,0.037828031255470504
2020-05-15,Andaman and Nicobar Islands,33,3754.0,0.008790623335109217
2020-05-15,Andhra Pradesh,2307,219490.0,0.010510729418196729
2020-05-15,Arunachal Pradesh,1,2942.0,0.0003399048266485384
2020-05-15,Assam,90,28178.0,0.003193981120022713
2020-05-15,Bihar,1033,42645.0,0.024223238363231328
2020-05-15,Chandigarh,191,2586.0,0.07385924207269914
2020-05-15,Chhattisgarh,66,31341.0,0.002105867713219106
2020-05-15,Delhi,8895,125189.0,0.0710525685164032
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,1,6916.0,0.00014459224985540774
2020-05-15,Goa,15,7304.0,0.002053669222343921
2020-05-15,Gujarat,9932,127859.0,0.07767931862442222
2020-05-15,Himachal Pradesh,76,15557.0,0.004885260654367809
2020-05-15,Haryana,854,72326.0,0.011807648701711694
2020-05-15,Jharkhand,211,29236.0,0.007217129566288138
2020-05-15,Jammu and Kashmir,1013,70306.0,0.014408443091628026
2020-05-15,Karnataka,1056,133724.0,0.007896862193772248
2020-05-15,Kerala,577,46831.0,0.012320898550105699
2020-05-15,Ladakh,43,3683.0,0.011675264729839804
2020-05-15,Maharashtra,29100,250898.0,0.11598338767148403
2020-05-15,Meghalaya,13,2712.0,0.004793510324483776
2020-05-15,Manipur,3,1799.0,0.0016675931072818232
2020-05-15,Madhya Pradesh,4595,93849.0,0.0489616298522094
2020-05-15,Mizoram,1,273.0,0.003663003663003663
2020-05-15,Nagaland,0,910.0,0.0
2020-05-15,Odisha,737,81919.0,0.00899669185414861
2020-05-15,Punjab,1932,49301.0,0.03918784608831464
2020-05-15,Puducherry,16,5312.0,0.0030120481927710845
2020-05-15,Rajasthan,4747,212317.0,0.022358077779923418
2020-05-15,Sikkim,0,348.0,0.0
2020-05-15,Telangana,1454,19278.0,0.0754227616972715
2020-05-15,Tamil Nadu,10108,303104.0,0.03334828969594594
2020-05-15,Tripura,156,12561.0,0.012419393360401243
2020-05-15,Uttar Pradesh,4057,159282.0,0.025470549089037054
2020-05-15,Uttarakhand,82,12045.0,0.00680780406807804
2020-05-15,West Bengal,2461,69543.0,0.03538817709906101
2020-05-16,Andaman and Nicobar Islands,33,6677.0,0.004942339373970346
2020-05-16,Andhra Pradesh,2355,219490.0,0.01072941819672878
2020-05-16,Arunachal Pradesh,1,3163.0,0.0003161555485298767
2020-05-16,Assam,93,31276.0,0.00297352602634608
2020-05-16,Bihar,1178,44340.0,0.02656743346865133
2020-05-16,Chandigarh,191,2718.0,0.07027225901398086
2020-05-16,Chhattisgarh,67,32678.0,0.002050309076442867
2020-05-16,Delhi,9333,130845.0,0.07132867132867132
2020-05-16,Dadra and Nagar Haveli and Daman and Diu,1,6916.0,0.00014459224985540774
2020-05-16,Goa,20,8011.0,0.0024965672200724003
2020-05-16,Gujarat,10989,138407.0,0.07939627330987595
2020-05-16,Himachal Pradesh,78,16534.0,0.004717551711624531
2020-05-16,Haryana,887,75097.0,0.01181139060148874
2020-05-16,Jharkhand,217,31025.0,0.006994359387590653
2020-05-16,Jammu and Kashmir,1121,76191.0,0.014713023847961046
2020-05-16,Karnataka,1092,140024.0,0.007798663086328058
2020-05-16,Kerala,588,48433.0,0.012140482728718023
2020-05-16,Ladakh,43,4067.0,0.010572903860339317
2020-05-16,Maharashtra,30706,261815.0,0.11728128640452228
2020-05-16,Meghalaya,13,2712.0,0.004793510324483776
2020-05-16,Manipur,7,1900.0,0.0036842105263157894
2020-05-16,Madhya Pradesh,4790,99677.0,0.04805521835528758
2020-05-16,Mizoram,1,282.0,0.0035460992907801418
2020-05-16,Nagaland,0,917.0,0.0
2020-05-16,Odisha,737,86140.0,0.008555839331321105
2020-05-16,Punjab,1946,50613.0,0.038448619919783454
2020-05-16,Puducherry,17,5484.0,0.003099927060539752
2020-05-16,Rajasthan,4960,221439.0,0.0223989450819413
2020-05-16,Sikkim,0,840.0,0.0
2020-05-16,Telangana,1509,23388.0,0.06452026680348896
2020-05-16,Tamil Nadu,10585,313639.0,0.03374899167514244
2020-05-16,Tripura,167,13178.0,0.012672636211868265
2020-05-16,Uttar Pradesh,4258,163105.0,0.026105882713589407
2020-05-16,Uttarakhand,91,12597.0,0.007223942208462332
2020-05-16,West Bengal,2576,77288.0,0.03332988303488252
2020-05-17,Andaman and Nicobar Islands,33,6677.0,0.004942339373970346
2020-05-17,Andhra Pradesh,2380,238998.0,0.009958242328387686
